1,gonna
2,he d
3,he ll
4,he s
5,he'd
6,he'll
7,he's
8,hed
9,here s
10,here's
11,heres
12,hes
13,how s
14,how's
15,hows
16,i d
17,i ll
18,i m
19,i ve
20,i'd
21,i'll
22,i'm
23,i've
24,iam
25,igo
26,im
27,ima
28,it s
29,it's
30,ive
31,let s
32,let's
33,please
34,she d
35,she ll
36,she s
37,she'd
38,she'll
39,she's
40,shes
41,should’ve
42,shouldv
43,shouldve
44,that s
45,that's
46,thats
47,there s
48,there's
49,theres
50,they d
51,they ll
52,they re
53,they ve
54,they'd
55,they'll
56,they're
57,they've
58,theyd
59,theyll
60,theyre
61,theyve
62,we d
63,we ll
64,we re
65,we ve
66,we'd
67,we'll
68,we're
69,we've
70,weve
71,what s
72,what's
73,whats
74,when s
75,when’s
76,whens
77,where s
78,where's
79,wheres
80,who s
81,who's
82,whos
83,why s
84,why's
85,whys
86,you d
87,you ll
88,you re
89,you ve
90,you'd
91,you'll
92,you're
93,you've
94,youd
95,youll
96,youre
97,youve
